Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
spoon	7	0.0	spoon fork utensil silverware knife silver_spoon raisin cutlery sauce noodle utensils cauliflower food noodles pasta_salad	commitment grew attributes comparatively agriculturally whether growth that according at far class actually cost sphere
spot	6	0.0	spot brown_spot spots brown_spots mark ossicone black_spot makeup speck dot eyelash horns two_horns eye_lashes wrinkles	nationally modern much what possibility types would addresses felt engaged prime middle opposition go as
spout	6	0.0	spout brown_trim sprayer faucet_handle finger_hole red_stain valve faucets shake gold_trim drain_plug spigot english bird_poop fasteners	permanence where immigrants conflicting regularly occupational cast ideas narrow relating tradition types meant nascent felt
spray	3	0.0	spray white_foam splash splashing_water water_spray white_caps sea_foam mist foam surf tether wake seafoam swell white_water	public also these but very carrying allow health answer ideology above ideologies right consensus another
spring	17	0.0	spring wooden_seat suspension sacks headlamps green_color rearview sidecar storage_container reflector doormat springs motorist shock luggage_case	public sane pieces encourage common alternative big nuclear instances research was faith acquainted literature impact
square	6	0.0	square patterns diamond up blue_square shamrock white_square pattern dots juice_box flower_design design bale circle_design rectangle	spokesman question avenue yet country most sector 1 useful particular ssrc assuming claims aspect health
stabilizer	13	0.0	stabilizer tail_fin white_wing wingspan nosecone tail-fin front_landing_gear airplane_tail ana cock_pit fuselage afterburner rear_door nose_section vertical_stabilizer	quick published external (see occupations expanding subdivided crichton two belonging (2 motivations presumed networks isolated
stack	6	0.0	stack stacks pile ear_bud row front_lights corner cattle_guard paper_plates pallets red_square bins library baby_carrier backs	(something perceived avenue too older priorities rhetoric interests raised ssrc afford few major hub often
stadium	8	0.0	stadium backgroud downtown concrete_sidewalk tarmack t.v. swimming_pool lavatory highchair sponsor baseball_game stage museum train_platform park_area	necessitated forum expanding crichton again this found category published intend competition motivations suggestion was when
stain	6	0.0	stain stains oil_stain spill piece_of_carrot snowflake green_moss bunch_of_bananas white_paint scrape connectors man's_mouth letter_k flower_petals polka_dot	socio-economic number go ultimately vested the early whole court subject born enquiry as forge modern
stairway	17	0.0	stairway steps stairs closed_umbrella stairwell 50 bones stoop stair_case train_door staircase concrete_sidewalk luggage_carrier brown_wood entrance	image wider rights being this role authors occupational section incomers probably dispersal theme application regularly
stall	2	0.0	stall valve cottage white_tub towel_rod establishment armoire white_feet safety_bar water_pipe window_reflection water_line weather horseback banana_tree	division migration case published belonging politically 171 two at distinction actually suggestion as motivations owned
standing	1	0.0	standing boat_dock grazing kitchen_towel skirts small_rocks swimmer chalk_lines dead_grass insert bare_patch weather horseback long_trunk cops	seminars uk redundant what this time to instances for two published intensive maintain scotland nuclear
star	6	0.0	star red_letter shamrock stars insignia yellow_star 32 letter_r graphic maple_leaf 30 black_letter number_four dot symbol	doing well-known anthony claims commercial saunders at most davids particular question politically areas there has
station	5	0.0	station railway_station train_station theater tunnel platform train_wheels sports award railroad train_yard bus_stop nunchuck farmland gas_station	opinion role found goliath this forum rights elicit authors category students concerning claimed possibility launched
statue	17	0.0	statue sculpture plaque bear_statue vane small_windows fountain statues belfry carving figure ac arch ornamentation angel	rhetoric priorities hub perceived avenue ssrc major older often few different (something particular country familiar
steak	7	0.0	steak bell_peppers meats black_seed meatball feta_cheese walnut okra tomatoe jalapenos brussels_sprout sprout hashbrowns veges nectarine_slice	supposed who factors struggle belong seen receive ribbon problems made moreover everyone permanent rationalisations aim
steeple	5	0.0	steeple spires church_steeple steeples spire dome vane building_window castle lightning_rod weather_vane ornamentation tower small_windows turret	down question assuming communities early take stress sector a whom claims various tel microelectronics politically
step	17	0.0	step handrails bumber steps stair electrical_socket black_tiles door_mat rung wood_panel half_pipe stairs doormat ladder cat's_head	functions appropriate nascent relation behind for besides stems council redundant (see anthony that has belonging
stereo	12	0.0	stereo knick_knacks cpu groceries devices sectional cinder_block dvd_player brief_case paperwork electronic knick_knack tv rental_video t-shirts	bracket conflict does surprisingly unskilled subject opposing into looking locked migration far receive northwards facts
stick	6	0.0	stick wii_control tooth_pick sphere tree_stump water_ripples torch boulder hoof_prints depression small_rocks zone driftwood homeplate yellow_pole	decisions deserved defend affect circulation bears our support presented dispute collar changes of planning parts
stirrup	14	0.0	stirrup stirrups black_sock wooden_floor lasso tennis_skirt baggage_claim two_ears red_socks collars binding horse_leg clamps tennis_shorts blue_outfit	skills national in time medium opposing get 358 camps imputing migration published motivations really said
stocking	1	0.0	stocking fireplace_mantle black_boot tennis_dress stockings mantel soccer_cleats ski_shoe cat's_face knee_guards snowpants swim_trunks hoove bluejeans greenleaves	bear allow reports another to sciences disseminate ideology taking social behind these but redundant facts
stomach	0	0.0	stomach hind_leg back_legs right_eye back_leg right_front_leg right_ear nostrils front_leg abdomen hind_legs back_right_leg rear_leg front_legs white_leg	masters promote arrived along stand conditions local talking terms effectiveness central example unemployment basic wide-ranging
stool	12	0.0	stool stools bar_stool chair footrest chairs counters park_bench barstool trashcan lavatory ottoman sofa wooden_cabinet loveseat	applies ultimately gives forge subject whole number vested as born long vagueness actually socio-economic that
stop	16	0.0	stop stick_figure away service times ahead white_edging auto language icicle embellishment t bird_poop train_front yellow_sticker	is presented defend bears truth parts planning support decisions out circulation affect deserved expert collar
stove	10	0.0	stove oven stove_top microwave range cooker stovetop toaster fridge cupboard dishwasher cabinet counter refrigerator fridge_door	status elicit incomers rights again role shetland theme modern opposition application criterion possibility goliath being
strand	15	0.0	strand segment hair_bow braids mass strands curl curls dreads red_band streak green_spot hair_clip barrette barette	controlled most familiar avenue panel carry is country relations sea make are older priorities 1
strap	1	0.0	strap straps buckle camera_strap black_strap suspender zipper anklet shoulder_strap ankle_strap stirrup scarf zip chin_strap band	currently stress added court migration subject felt early modern before opposition shetland transportation predominantly time
straw	7	0.0	straw ice straws ice_cube ice_cubes beer liquid beverage shake juice cola pencils fluid orange_juice cutlery	greenfield in right ideology another time tel point get national simply social housing also native
strawberry	7	0.0	strawberry mint red_pepper ice_cream blueberry chinese_food cherries happy_birthday pomegranate raspberry pecan crackers whip_cream chop_stick nuts	comment belong who supposed factors turn ribbon seen receive moreover made struggle ambiguity sphere deliberately
stream	0	0.0	stream river_bed piling lake body_of_water trail small_ripples river entrances muddy_water wake walk_way smoke_trail large_body countryside	perceived rhetoric avenue priorities (something ssrc major older interests hub often objective different 1 few
street	5	0.0	street road pavement parking_lot sidewalk ground asphalt crosswalk city highway traffic lane paved_street lot alley	so forum mentioned competition centralisation same where was again appeared crichton meaning base connection section
string	6	0.0	string strings strut flash long_tail kite_string red_tail zipper_pull v-neck streamers rope snap spool ribbon kite_tail	too general raised e.g. (something nevertheless perceived interests different above experiences objective london avenue major
strip	17	0.0	strip globe_light splotch anchovies stripe speckles white_stripe emblem highlights streaks zebra_stripes dark_eye grey_concrete red_tomatoes 30	afford (something avenue hub perceived way liberty priorities older rhetoric 1 most ssrc country high-density
structure	17	0.0	structure house mountain_range telephone_pole tower bridge building light_pole red_building rock_wall big_tree water_tower lamp_post lake structures	final books take big aspects sea constraining benefit most make against alternative issue fieldwork further
stud	6	0.0	stud earings belt_buckle nose_ring earing phone_case door_panel walkie_talkie flies bench_slat propeller_blade radar white_pillows embellishment ear_bud	reluctant residence grew comparatively understanding actually division whether class at cost gives attributes agriculturally that
student	15	0.0	student corkboard man_sitting lap_top brunette blue_chair ports black_screen track_pad armchair touch_pad dell_logo arrow_keys cat's_paw black_chair	well-known anthony doing davids claims commercial there areas most question at society has advice that
stump	0	0.0	stump tree_base footsteps gray_rock yellow_leaf fallen_leaves coral cotton bollard grey_rocks rut ground_cover trunk_of_tree grove footstep	narrow regularly stress administration 2 objections felt early occupational possibility locals statements 1978 interest assuming
suit	1	0.0	suit attire blazer black_pants cardigan khakis collared_shirt boutonniere gray_hoodie safety_helmet coat sideburns red_pants white_sock lifejacket	dispute understanding where our decisions cast constraint one tradition circulation residence involved females characterised am
sun	11	0.0	sun sunset sky sunlight cloud down moon horizon_line clouds gray_road haze skies sunshine rays clear_sky	held focussing suburbia section concentrates same connection latter other centralisation dispersal goliath application appeared this
sunflower	19	0.0	sunflower reflection_of_light daisy daffodil orange_flowers rose_petal tulip sunflowers juice_box love bloom orchid lilies candle_stick floral_arrangement	lot convenient enquiry allow estates ideologies but creation receive either do carrying public within hoped
sunglasses	1	0.0	sunglasses glasses googles sun_glasses goggles eyeglasses black_sunglasses shades hair_band capris acne bandana sideburn headband eyeglass	create defined communities side arrived unemployment 385 socialising industrial talking stand have goals south activities
sunlight	17	0.0	sunlight sun_light sun_shining dry_leaves sun sun_reflection sunshine gray_road daylight sun_rays dirt_path tree_reflection raindrops discoloration thicket	both impact literature faith matters alternative pieces big rural way benefit dispersed run recently development
sunset	3	0.0	sunset cloudless_sky gray_road horizon_line sun sandy_beach day haze mountain_top blue_trim mountain_range horizon skyline parasail wheel_chair	increased work again before authors end intrinsic goliath perhaps sites possibility neighbourhood 358 claimed incomers
support	17	0.0	support concrete_post supports support_beams metal_support support_column bench_leg ice_chest metal_legs pillar piling truss crossbar sides doorways	research really use right economic operate three oil instruction ideology social jackson against should creation
surf	3	0.0	surf seafoam white_caps white_waves white_foam sea_foam ocean_wave motorboat paddle_board caps foam bouy spray froth man_surfing	dispersed matters rural faith alternative take literature impact industries both big listen etc recently fertile
surfer	3	0.0	surfer surfboarder swimmer male_surfer surfers paddleboard whitecap seafoam foam man white_caps chick wave guy green_water	selling 1968 commercial doing distinction well-known nascent completed case spreading anthony each sharp communication behaviour
surfing	3	0.0	surfing out crashing seafoam whitecap white_foam whitecaps white_cap white_caps man_surfing ocean_wave small_wave brown_rock froth foamy_water	estimates depend away does 358 today opposing point fertile listen camps surprisingly native intensive time
swan	6	0.0	swan motorboat jet_ski marsh pelican duck rowers bouy hen water_ski goose rowboat flamingo stilts blue_white	spreading sharp distinction commercial actually extensive unskilled at case era owned mcfarlane race politically broader
sweater	1	0.0	sweater cardigan hoodie jacket coat sweatshirt parka polo_shirt bikini_bottom gray_sweater capris undershirt snow_suit red_vest jean	sorts possible it sphere ambiguity yet grew choose institution comparatively attributes growth commitment equal turn
sweatshirt	1	0.0	sweatshirt winter_jacket brown_coat gray_hoodie snowsuit man's_jacket green_jacket long_sleeve_shirt sweater sleeveless_shirt parka hoodie tank_top bikini_bottoms sweat_shirt	turn ambiguity sorts closest belong entire possible institution sphere term moreover takes yet choose growth
swimsuit	3	0.0	swimsuit grey_hair black_wetsuit bikini duvet dark_shorts bikini_top sweat_pants shoulder_bag khaki_shorts pocket_square crossed_arms brown_shorts pink_shirt snowpants	refute attributes be claim it imply contrasted pursued grew comparatively agriculturally sorts commitment that apparent
swing	1	0.0	swing baseball_stadium bird_house diet_coke slide gift driver's_seat auditorium landscaping floor_mat swing_set skirts ride lightpole wooden_plank	stems cast where types living local meant sponsored liberty ideas felt nascent motivations tend covered
switch	10	0.0	switch switch_plate light_switch switches lightswitch dials plug hadle sockets framed_print bird_decal wall_hanging wall_tile white_shelf marble_tile	answers circulation where cast changes support types defend meant collar affect topic around conflicting stems
sword	17	0.0	sword belt_buckle walkie_talkie headdress whip phone_case sandle inscription staff belts white_frisbee onion_slice details united_states wii_control	all vicinity mercenary depends (1 on immigration actually international almost choose case provision luxury effectiveness
symbol	17	0.0	symbol emblem insignia swoosh red_letter letter_c blue_letter check_mark logo writing design letters letter_u 19 graphic	different rhetoric priorities perceived too avenue major raised (something general older hub objective few interests
table	7	0.0	table desk coffee_table placemat tray nightstand chair counter plate shelf end_table ottoman napkin bookshelf mat	elicit goliath shetland theme incomers addresses criterion what status rights being much context again papers
tablecloth	7	0.0	tablecloth table_cloth placemat place_mat white_uniform white_cloth hot_sauce red_table tin_foil platter mat white_table baseball_shirt cellophane doily	affairs politically opposition stress migration 171 court suggestion predominantly between modern engendered before helped again
tablet	12	0.0	tablet ipad plate_stack accessories cellphone food_prep_item disks mobile champagne_flute utensil_holder gadgets usb_port kitchen_appliance cellphones jewelry	place commercial at davids meaningful at society economy few most correspondingly cost agriculturally appropriate areas
tabletop	7	0.0	tabletop table_edge sanitizer red_table wood_surface serving_tray coasters black_tv right_corner black_surface cereal_box seat_cushion left_corner pizza_box desks	inconsistent middle whole forge would go earnest court much contrast vagueness engaged sordid socio-economic ultimately
tag	15	0.0	tag yellow_tag tags red_tag id_tag earbud earings white_tag ear_tag zipper earrings ear_ring lobe zipper_pull buckle	1964 divides early nationally objections claims anthony felt stress politically such engendered doing has predominantly
tail	0	0.0	tail nose wing left_wing ear leg head cockpit underbelly eye legs front_leg hind_leg ears tail_fin	get in opposing social provision right question social varied ago postgraduate take national time answer
talon	15	0.0	talon bird_head peck snow_gear sandles talons white_chest bird_wings cheeks tail_feather black_feathers two_feet claw snow_boot ski's	militated commercial inhabited sector completed at division few meaningful course aspect cost sharp politically at
tank	2	0.0	tank flush_button flusher seat_lid seat_cover water_tank kick_stand cistern plumbing toilet_tank green_paint grab_bar valve valves tailpipe	facilities intend suggestion politically when networks two at a claims engendered predominantly subdivided its published
tape	6	0.0	tape handwriting letter_g grip black_handle w letter_i nature thumb_nail red_logo grip_tape silver_handle wedding_band tinsel film	the socio-economic enquiry nationally go engaged much intensive ultimately early as some whole time possibility
tassel	6	0.0	tassel seahorse dresses frills eyeballs white_teeth long_tail butterfly tassles brim red_tip beads gray_stripe floral_pattern floral	account number whole anthropologists born vagueness least consider socio-economic forge ultimately attachment likely commercial as
tattoo	1	0.0	tattoo tatoo tattoos sweatband cast wrist_band sweat braclet muscle snowpants knee-pad anklet wristband black_boot bracelet	district gives consider number likely neighbourhoods considered schooling cost protect grew examination consideration vested numbers
team	8	0.0	team baseball_team teams dell_logo number_30 51 number_23 45 backs metal_bench batter_box j trousers 25 baseball_game	locals claims its when felt dividing stress boot various situation series assumption these communities suggestion
teapot	10	0.0	teapot cooking_pot gas_burner tea_pot drinking_glass kitchen_appliance wok dishcloth kettle spice_bottle frying_pan crockpot long_pants burner sweet	helped 171 migration opposition predominantly between rights status suggestion court category again camps incomers stress
teddy	6	0.0	teddy freesbee empire glassware siren stuffed_dog cake_server teddy_bear present bear's_ear stuffed_animal bench_slat calve bear bikini_bottom	space grew comparatively agriculturally second cases each consideration at residence possible numbers claim class since
telephone	6	0.0	telephone pen_holder alarm_clock ovens earphones phone table_lamp beaker drawer_pull champagne_flute radio adapter memory_chip socket hair_dryer	argument time as intensive types felt value migration possibility camps does national imputing opposition 358
television	12	0.0	television tv stereo t.v. flat_screen drawers stereo_system mantel xbox entertainment_center toaster computer projector_screen drawer_pull dvd	today depend enquiry productive the applies under was graham the internal these vested native listen
ten	17	0.0	ten roman_numberal gold_hands tick_mark vi south writings digit black_writing away service times ahead checker 11	should by read papers views up 1975 convened occasional set results jackson social studies social
tennis	8	0.0	tennis sports spiderman wii_game show train_light skating softball power_light brick_slab game_controller flying_kite play_area knick_knack arrangement	answered reputation another allow reports sciences vaguely these ideology north surprisingly social jackson rationalisations but
tent	1	0.0	tent lifeguard_stand footstep snowmobile tent_top colored_umbrellas foot_print sky_scraper soccer_goal brown_sand white_black mountain_top canopy red_umbrella ceiling_beam	suggestion politically two intend published this facilities new category motivations expanding subdivided opposition a when
terminal	13	0.0	terminal hangar blue_carpet baggage_cart smoke_trail gas_pump basement control_tower warehouse wooden_structure jetway gondola luggage_carrier landing_strip windsock	either when knowledge tel take aspects series locals neighbourhood its claims again communities assuming intend
terrain	11	0.0	terrain slopes yellow_grass plateau groud calve marvin hooker riverbank wood_slat water_body distant_tree lily_pad cake_plate ski_trail	become take final run books industries potential equally they fieldwork way about benefit matters alternative
text	16	0.0	text writing black_letter street_name word letter_c lettering letter letters l words letter_t letter_u 22 page	aspects take vital alternative big final series postgraduate most its further when encourage tel dividing
there	6	0.0	there is television shade man car sign tree_trunk sidewalk parking_meter bike van bikes shirt lamp_post	promotion audience north thus gross away seminars examined readily sciences may uk system surprisingly era
thermostat	12	0.0	thermostat sockets framed_print bird_decal wall_hanging wall_tile white_shelf marble_tile graffiti_letter gray_tile picture_frames games diploma electrical_socket embellishment	talk at predominantly distinction 171 has politically born sharp migration engendered facilities anthony belonging influences
thigh	15	0.0	thigh kimono cleavage right_eye kneecap snowpants calves side_wall right_leg right_eyebrow back_hoof white_shoes eyebrow left_shoulder cheek	385 stand unemployment promote arrived residents thought talking wide-ranging industrial central masters prevailing phase immigration
thing	6	0.0	thing materials cotton rear_landing_gear half_sandwich employee padlock appetizers screwdriver landing_wheels white_tag luggage_tag reflection_of_light purses utensil_holder	science those has its such rather a claims to council felt predominantly locals assumption anthony
thread	6	0.0	thread tape_measure red_square toilet_top yarn scissor juice_box batters_box green_label rifle ski_boot wipes whisker hand_rails gray_rocks	high-density question priorities most davids few rhetoric perceived sector particular often avenue ssrc hub microelectronics
thumb	15	0.0	thumb finger pinky_finger pinky middle_finger index_finger fingers fingertip thumbnail pointer_finger ring_finger person's_finger knuckles fingernail finger_nail	goals unemployment immigration arrived have industrial 385 on prevailing communities takes all international south central
tide	3	0.0	tide river_bed small_ripples wheel_chair wave ripple ruffle brown_sand wet_sand others seafoam weather horseback horizon_line ocean_wave	disagreement about population effects uniqueness concept students dividing politicians sustained there fieldwork papers assumption past
tights	1	0.0	tights snowpants leggings white_socks tennis_skirt shinguard pantyhose black_sneakers anklet khaki_shorts knee_guards blue_socks cheeks hide blue_pants	myriad activities socialising aim jobs who encouraged seen ambrose had welcome oil urban create problems
tile	2	0.0	tile tiles white_tile ceramic_tile black_tile wire_basket rug blue_tile potty bidet soap_dispenser gray_tile keg floor grey_tile	investment these right blue also question ideology allow very answer carrying simply our field in
timer	10	0.0	timer gas_burner dials cooktop hours grinder cooking_pot green_button digital_display browser hadle tea_pot meter_top kitchen_appliance tea_kettle	inclusive predominantly 171 felt opposition at migration divides influences has born politically large new value
tin	6	0.0	tin plastic_cups treat food_container kit white_tiles paperwork grassy_hill treats tea_pot pop tape_dispenser dice wakeboard timer	above too interests industry general (something bell few perceived health community within meaningful enquiries avenue
tine	7	0.0	tine tines prong prongs tong tuna light_reflected points pancakes noodle ice_cream end oil pasta noodles	phenomenon avenue familiar priorities to rhetoric not most hub older country essentially aspects that perceived
tip	6	0.0	tip end part red_tip edge bottom underside point bottom_half top side black_tip lobe white_part rudder	uniqueness concept so about justified constraining contained examine population servants fieldwork five there books effects
tire	18	0.0	tire front_tire wheel front_wheel tail_light headlight back_wheel back_tire rear_tire tires brake_light windshield taillight rear_wheel wheels	occupational social oil controversy compare an observed look london way willing creation three journal and
tissue	2	0.0	tissue tissues toilet_paper cellophane roll products toiletpaper paper_roll paper_towels flush_button tissue_paper white_tiles crockpot cleaner paper_towel	employment merely social these consensus oil-related economic benefit we literature disseminate right during another also
title	16	0.0	title author page score beaker date browser pages alphabet red_square circus goal_post date_stamp time_stamp black_letter	there servants way fieldwork launched students its claimed about aspects concept take series paper population
toaster	10	0.0	toaster rice_cooker white_tiles dish_soap plastic_cups food_items pot_holder plate_stack food_prep_item chopping_board tissue_dispenser utensil_holder wines alcohol_bottle lotion	press migration 171 extensive predominantly unskilled stress helped housing camps mcfarlane distinction various between politically
toddler	1	0.0	toddler baby child ball_boy man's_feet her kid ice_chest patrons girl baby_carrier pedestrian bike_rider boy tennis_player	professional possible sphere agriculturally sorts grew comparatively class growth numbers whether commitment attributes that according
toe	6	0.0	toe toenails soccer_cleats ski_shoe toenail hairdryer wound long_trunk cat_eye heel left_tusk elephant_tail right_tusk elephant's_head elephant's_tail	uniform stems view locally produced cast where meant disruptive professionals local types changes living sponsored
toenail	15	0.0	toenail toenails left_tusk elephant_tail right_tusk elephant's_head elephant's_tail wound soccer_cleats ski_shoe toe_nail dark_spots face_paint toe an_ear	surrendered effectiveness mercenary depends all facts almost reports (1 redundant sciences vicinity identity choose international
toilet	2	0.0	toilet toilet_bowl sink urinal toilet_seat lavatory tub bathtub tank heater trashcan hydrant outhouse bidet commode	medium farms local immigrants us topic possibility boot work types status prime count launched being
tomato	7	0.0	tomato lettuce onion meat tomatoes onions green_lettuce tomato_slice pickle cheese jalapeno basil red_tomatoes vegetable mushroom	high-risk who seen aim factors ribbon problems had everyone welcome encouraged urban belong jobs rationalisations
tongs	7	0.0	tongs bagels carrot_slice bunch_of_bananas pasta_salad red_tomato grape_tomato green_food paint_brush crackers breadsticks cranberries creamers corn celery	part-time permanent welcome negotiation relative increase saw niceties forsythe everyone others urban jobs great progress
tongue	15	0.0	tongue left_eye tooth white_leg black_ear dog's_eyes dog_head dog_eye dog_leash black_ears muzzle hind_legs right_eye dark_eyes right_ear	industrial unemployment talking central stand arrived thought wide-ranging 385 promote determine masters prevailing side definable
tool	6	0.0	tool can_opener spinach_leaves wood_table styrofoam wrench round_plate picture_frames cutter metal_object skating_board gray_tile flash_drive sauces plastic_cups	hence may consideration outside communication articles there at class broader commercial remote correspondingly viewpoint economy
tooth	15	0.0	tooth porta_potty sucker pacifier dog_head dog's_eyes black_ear dog_eye dog_leash long_tail black_vest front_right_leg dog_nose bear_nose cigar	here agriculturally far whether behind actually cost meaningful facts unskilled be society areas northwards sphere
toothbrush	6	0.0	toothbrush tooth_brush toothpaste toothbrushes brush scrubber toothpaste_tube sucker dish_soap hairbrush mouthwash detergent food_item soap razor	institution sorts possible tended (especially sphere schooling grew it closest ambiguity divide equal growth boom
toothpick	7	0.0	toothpick tooth_pick meatball pick ham ingredient green_lettuce green_onion red_tomatoes patty tuna salami raisin meat avocado	boom schooling passing tended (especially possible cases second eyes those institution socially i sorts protect
topping	7	0.0	topping toppings burn peperoni anchovies pepperoni chocolate_icing cheese crust red_sauce black_olive shallot pepperoni_slice broccoli_head pizza_topping	crofting relating regularly interest occupational statements narrow people politicians suburbia fieldwork immigrants tel 1978 what
torso	15	0.0	torso bodysuit white_leg right_eyebrow white_skin plaid_shorts left_shoulder armpit giraffe's_tail hind_legs two_eyes throat two_ears shin hind_leg	luxury provision get in edinburgh on opposing social conditions prevailing all depends almost national effectiveness
tourist	17	0.0	tourist floater rear_light side_view_mirror weather horseback people_watching shock driver's_seat front_headlight hurdle silver_rim lifeguard ballboy pet	life areas politically networks at suggestion well-known when anthony subdivided facilities claims doing saunders a
towel	2	0.0	towel towels hand_towel washcloth dish_towel white_towel shower_curtain towel_rack bathmat fixtures tissue_dispenser claw_foot afghan shampoo_bottle faucets	attributes grew comparatively commitment that agriculturally cost owned at relates whether actually it case class
tower	5	0.0	tower steeple building clock_tower church castle skyscraper structure house terminal spires spire dome big_ben hangar	communities dividing again debating its when assumption series take claims tends students actual sites boot
town	5	0.0	town hill_side mountain_peak seawall concrete_step dunes cliff land big_ben houses horizon_line valley fog city canoe	pieces way encourage launched alternative common big research was informed take impact competition this aspects
track	13	0.0	track tracks train_tracks train_track railroad_track railroad_tracks ski_mark hoof_prints lumber platform foot_print coal_car railway_track rails footsteps	prime being possibility wider modern papers boot role theme occupational regularly determines much section servants
tractor	18	0.0	tractor day_time ranch hay_bale mini_van metals downtown beetle two_elephants pallets bulldozer camper marvin hooker light_poles	unskilled actually mcfarlane distinction migration far case sharp at extensive stress predominantly locked commercial subject
traffic	5	0.0	traffic two_cars dotted_line man_hole_cover dash lanes traffic_lines black_asphalt street_line taxi pot_hole minivan double_line traffic-light piling	scotland literature use alternative matters should right social recently etc rural benefit development faith dispersed
trail	11	0.0	trail smoke_trail trails contrail pathway path smoke ski_marks stream snow_tracks dirt_path clearing red_ski skiing road_side	objections early claims assuming assumption dividing situation series transportation effects stress 2 minority its tends
train	17	0.0	train locomotive bus passenger_train train_car trains train_engine cars subway red_train car truck train_cars commuter_train blue_train	types felt time nationally as cast meant ideas possibility value opposition intensive conflicting modern living
transformer	5	0.0	transformer wind_sock electrical_wire pedestrian_signal traffic-light arrow_sign checker power_line collars staples gadgets decorative_piece sign_holder newspaper_stand black_metal	agricultural at commercial distinction anthony correspondingly may influences sharp communication broader has at saunders 1968
tray	7	0.0	tray plate pan dish trays table box silver_tray pizza_tray platter bowl container basket plates images	number cost vested ultimately owned course at case at aspect politically socio-economic unskilled vagueness commercial
tree	11	0.0	tree trees bush bushes palm_tree buildings tree_trunk hill grass fence building plants pine_tree house green_trees	at politically a anthony commercial suggestion engendered has predominantly saunders extensive areas facilities claims stress
triangle	6	0.0	triangle belfry piece_of_carrot triangles moving designs t green_color black_stripes water_fountain checkers delta black_door x rugs	study often few priorities rhetoric davids perceived ssrc most co-operation inhabited enquiries there high-density hub
trick	1	0.0	trick softball yellow_wheel skateboard_wheels nike_shoe flying_kite person's_foot boy's_hair red_wheels parasailing white_frisbee yellow_wheels freesbee white_wheel skateboard_wheel	rather has besides anthony doing discussions commercial distinction may saunders such well-known claims value felt
trim	17	0.0	trim white_frame border moulding embroidery wood_trim design insignia short_sleeve white_trim emblem wooden_frame molding stripe architecture	massive locally creation changes studies wherever understanding disruptive view ideology point more right immigrants provide
tripod	1	0.0	tripod flash desk_lamp bald_head game_console soccer_goal person_sitting vacuum framed_window silver_car sticky_notes concrete_steps drums fan palms	eyes possible protect sorts grew growth gives schooling deliberately sphere comparatively agriculturally equal amount examination
trough	0	0.0	trough hurdle wildebeast pasture enclosure hay habitat crop gates payphone stalls watering_hole cake_stand obstacle sheeps	actual debating again category dividing intend communities when students its wider boot claimed sites new
trouser	1	0.0	trouser vests marvin hooker dreadlocks cake_plate wood_table bikini_bottoms dark_pants toilet_base skating_board railway_line capris water_pitcher clothe	stereotypes touchstone lie international immigration grow takes unemployment feeling communities talking councils prevailing all 385
truck	18	0.0	truck car vehicle van bus dump_truck tow_truck suv pickup firetruck motor_bike bike motorcycle fire_truck motorbike	mcfarlane unskilled housing distinction case at apart actually politically anthony stress extensive two a commercial
trunk	0	0.0	trunk tusks white_tusk elephant_leg tusk ivory elephant_trunk elephant_tail right_tusk left_tusk elephant's_head elephant's_tail wrinkled_skin tree_shadow front_leg	varied stress suggestion again politically when claims communities assuming locals series a take new intend
tube	6	0.0	tube nose_ring cupboard_door towel_rod fuel bathroom_counter overcast_sky bike_helmet spray_bottle tank_lid wines dollop groceries propeller_blade pipes	a politically at claims stress suggestion question engendered as facilities dividing intend identifiable whom we
tulip	19	0.0	tulip orange_flowers rose_petal tulips lily daisy daffodils water_line love lilies rose sunflowers floral_arrangement orchid candy_corn	(usually northwards receive another into varied field also exigencies blue ideology carrying clearly assume allow
tunnel	17	0.0	tunnel piling black_asphalt station boarding_platform electrical_line lichen train_wheels warehouse corridor entrances jetway red_tip walking_path railway_track	debating again students rights dividing wider authors category role actual communities its forum sites sited
turbine	13	0.0	turbine wingspan front_landing_gear airplane_tail rear_door white_wing cockpit_window bomb plane_tail engines airplane_engine cockpit_windows right_engine white_belly front_door	first at mcfarlane extensive facilities anthony claims unskilled commercial distinction predominantly well-known a migration politically
turf	8	0.0	turf pitchers_mound foul_line red_clay pitch third_base baseline boundary_line chalk_lines scuff_mark giraffe's_leg play_area snow_jacket baseballs sandy_area	equally industries papers approaches about attract take become alternative section launched run fieldwork determines possibility
turkey	6	0.0	turkey green_food seaseme_seed salami cole_slaw bagels oven_rack mayonnaise shredded_cheese ash arugula green_beans black_pan meats suds	demarcated receive does into northwards locked far dairy national unskilled ideology surprisingly migration camps behind
turtleneck	1	0.0	turtleneck sleeves undershirt t_shirt shirt_collar turtle_neck tshirt bulge dress_shirt black_shirt wrinkled_skin stirrups black_collar bra skirt	history turn ribbon who moreover ambiguity factors supposed belong interspersed everyone seen churchgoing problems permanent
two	17	0.0	two many raised 19 20 six three 25 four ten 11 stipes several number_5 30	set up 1975 benefit literature use economic social social should development right ideology today like
udder	0	0.0	udder cow_head udders cow_ear black_ears hoofs white_head utters cow's_ear calve cow_leg grassy_field cow's_head hips flies	poor currently court proportion subject intensive modern addresses added stress time established possibility david national
